client_id,age,job,marital,education,credit_default,mortgage
208,208,36,services,single,basic_4y,0.0,0.0
209,209,35,student,single,university_degree,,1.0
210,210,36,student,single,basic_9y,0.0,1.0
211,211,55,housemaid,divorced,university_degree,0.0,0.0
212,212,59,admin_,married,university_degree,0.0,0.0
213,213,57,retired,married,np.NaN,,0.0
214,214,39,blue-collar,married,professional_course,,1.0
215,215,39,housemaid,married,basic_4y,,1.0
216,216,30,blue-collar,single,np.NaN,0.0,1.0
217,217,30,blue-collar,single,np.NaN,0.0,1.0
218,218,50,housemaid,married,basic_4y,,0.0
219,219,40,services,married,high_school,0.0,0.0
220,220,35,admin_,married,high_school,0.0,1.0
221,221,43,technician,married,np.NaN,,0.0
222,222,36,services,single,basic_6y,,1.0
223,223,46,technician,married,basic_4y,,1.0
224,224,40,technician,married,basic_9y,0.0,0.0
225,225,58,retired,married,university_degree,0.0,0.0
226,226,42,technician,married,university_degree,0.0,0.0
227,227,35,admin_,single,university_degree,0.0,0.0
228,228,43,retired,married,basic_4y,,0.0
229,229,45,blue-collar,married,basic_4y,0.0,1.0
230,230,39,admin_,married,professional_course,0.0,1.0
231,231,50,services,divorced,professional_course,0.0,1.0
232,232,32,management,divorced,basic_4y,,1.0
233,233,39,admin_,married,high_school,,0.0
234,234,52,self-employed,married,university_degree,,0.0
235,235,44,admin_,married,professional_course,0.0,1.0
236,236,56,blue-collar,married,basic_4y,0.0,0.0
237,237,48,admin_,married,high_school,0.0,0.0
238,238,33,services,married,high_school,,0.0
239,239,43,management,married,university_degree,,0.0
240,240,57,retired,married,high_school,0.0,0.0
241,241,36,technician,single,professional_course,0.0,0.0
242,242,34,management,married,university_degree,0.0,1.0
243,243,34,services,single,basic_9y,0.0,0.0
244,244,30,technician,married,university_degree,,0.0
245,245,33,services,divorced,np.NaN,0.0,0.0
246,246,32,technician,single,professional_course,0.0,0.0
247,247,36,technician,single,high_school,0.0,1.0
248,248,36,blue-collar,single,high_school,0.0,0.0
249,249,33,services,single,high_school,0.0,0.0
250,250,40,technician,divorced,professional_course,0.0,0.0
251,251,41,blue-collar,married,basic_4y,0.0,1.0
252,252,51,services,married,basic_6y,0.0,1.0
253,253,36,technician,married,professional_course,0.0,1.0
254,254,28,services,married,np.NaN,0.0,0.0
255,255,53,services,married,high_school,0.0,1.0
256,256,58,blue-collar,married,basic_9y,,1.0
257,257,45,management,married,basic_9y,0.0,0.0
258,258,43,technician,married,np.NaN,0.0,1.0
259,259,33,admin_,married,high_school,0.0,0.0
260,260,33,admin_,married,high_school,0.0,0.0
261,261,27,blue-collar,single,basic_6y,0.0,
262,262,42,technician,married,high_school,0.0,0.0
263,263,43,admin_,divorced,basic_9y,0.0,0.0
264,264,42,admin_,married,university_degree,0.0,0.0
265,265,27,blue-collar,single,basic_6y,0.0,0.0
266,266,34,self-employed,single,university_degree,0.0,1.0
267,267,31,student,single,university_degree,,0.0
268,268,54,management,divorced,university_degree,0.0,0.0
269,269,40,self-employed,married,basic_4y,,0.0
270,270,52,unemployed,married,high_school,,1.0
271,271,47,management,divorced,university_degree,0.0,0.0
272,272,49,housemaid,married,basic_9y,,0.0
273,273,32,admin_,single,high_school,0.0,0.0
274,274,49,housemaid,single,high_school,,1.0
275,275,50,blue-collar,married,basic_9y,,0.0
276,276,34,services,married,high_school,0.0,0.0
277,277,55,blue-collar,married,basic_4y,,0.0
278,278,47,technician,single,basic_9y,0.0,0.0
279,279,51,retired,married,professional_course,0.0,0.0
280,280,47,blue-collar,married,basic_6y,0.0,0.0
281,281,56,technician,married,basic_4y,0.0,1.0
282,282,53,admin_,married,basic_9y,0.0,0.0
283,283,36,blue-collar,married,basic_9y,0.0,1.0
284,284,42,blue-collar,divorced,basic_9y,0.0,1.0
285,285,44,blue-collar,divorced,basic_6y,0.0,0.0
286,286,39,housemaid,married,basic_9y,0.0,1.0
287,287,37,admin_,single,high_school,0.0,1.0
288,288,60,blue-collar,married,np.NaN,,1.0
289,289,36,services,married,high_school,0.0,0.0
290,290,42,management,divorced,university_degree,0.0,1.0
291,291,31,admin_,married,high_school,0.0,1.0
292,292,53,technician,divorced,professional_course,,0.0
293,293,45,blue-collar,married,basic_4y,0.0,1.0
294,294,37,technician,single,professional_course,0.0,1.0
295,295,47,self-employed,married,professional_course,0.0,0.0
296,296,49,blue-collar,divorced,high_school,0.0,0.0
297,297,36,admin_,married,university_degree,0.0,1.0
298,298,35,services,divorced,high_school,0.0,0.0
299,299,38,unknown,married,np.NaN,,0.0
300,300,38,services,single,high_school,,0.0
301,301,50,blue-collar,divorced,high_school,,0.0
302,302,59,retired,married,professional_course,,0.0
303,303,43,unknown,married,np.NaN,0.0,1.0
304,304,42,admin_,married,high_school,0.0,1.0
305,305,40,admin_,married,basic_6y,,1.0
306,306,46,blue-collar,married,np.NaN,,0.0
307,307,57,housemaid,divorced,basic_4y,0.0,1.0
308,308,42,admin_,married,university_degree,0.0,1.0
309,309,41,blue-collar,married,basic_4y,0.0,1.0
310,310,54,management,divorced,university_degree,0.0,1.0
311,311,27,admin_,single,university_degree,0.0,0.0
312,312,36,admin_,married,high_school,0.0,0.0
313,313,58,blue-collar,married,professional_course,,1.0
314,314,40,management,married,university_degree,,1.0
315,315,34,admin_,single,basic_9y,,0.0
316,316,33,admin_,divorced,high_school,0.0,0.0
317,317,56,retired,married,basic_6y,0.0,0.0
318,318,42,blue-collar,married,basic_9y,0.0,0.0
319,319,43,services,married,high_school,0.0,1.0
320,320,54,management,single,basic_9y,0.0,1.0
321,321,53,admin_,single,basic_6y,0.0,1.0
322,322,42,technician,single,np.NaN,0.0,0.0
323,323,40,services,married,basic_6y,,0.0
324,324,54,technician,married,professional_course,0.0,1.0
325,325,40,housemaid,single,professional_course,0.0,0.0
326,326,26,admin_,single,university_degree,0.0,1.0
327,327,33,admin_,married,high_school,0.0,0.0
328,328,35,blue-collar,married,basic_9y,,0.0
329,329,36,admin_,married,high_school,0.0,0.0
330,330,29,services,single,high_school,0.0,1.0
331,331,36,blue-collar,married,basic_9y,0.0,1.0
332,332,35,management,married,high_school,0.0,1.0
333,333,50,self-employed,single,university_degree,0.0,0.0
334,334,46,services,married,high_school,,1.0
335,335,49,entrepreneur,married,high_school,0.0,1.0
336,336,42,technician,single,professional_course,,1.0
337,337,36,blue-collar,single,high_school,0.0,1.0
338,338,55,blue-collar,married,basic_9y,,1.0
339,339,41,management,married,university_degree,,0.0
340,340,57,management,married,professional_course,,1.0
341,341,32,services,single,high_school,0.0,1.0
342,342,49,admin_,married,basic_9y,0.0,0.0
343,343,57,unknown,married,np.NaN,,1.0
344,344,58,blue-collar,divorced,basic_4y,0.0,1.0
345,345,52,technician,married,high_school,0.0,1.0
346,346,50,services,divorced,professional_course,0.0,0.0
347,347,41,blue-collar,single,basic_9y,,1.0
348,348,33,entrepreneur,married,university_degree,0.0,1.0
349,349,57,blue-collar,married,basic_4y,0.0,0.0
350,350,48,blue-collar,married,basic_6y,,0.0
351,351,55,technician,married,professional_course,0.0,0.0
352,352,38,management,married,university_degree,0.0,0.0
353,353,38,services,married,high_school,0.0,1.0
354,354,53,admin_,married,university_degree,0.0,1.0
355,355,43,unemployed,single,university_degree,0.0,0.0
356,356,36,blue-collar,single,high_school,0.0,0.0
357,357,32,blue-collar,married,basic_9y,0.0,0.0
358,358,33,services,married,basic_4y,0.0,0.0
359,359,58,entrepreneur,married,basic_4y,0.0,1.0
360,360,40,unemployed,divorced,high_school,,0.0
361,361,57,management,married,university_degree,0.0,1.0
362,362,45,technician,married,high_school,0.0,1.0
363,363,42,blue-collar,married,basic_4y,,1.0
364,364,46,admin_,married,university_degree,0.0,1.0
365,365,36,technician,married,university_degree,0.0,0.0
366,366,41,self-employed,married,high_school,0.0,1.0
367,367,57,admin_,divorced,basic_9y,0.0,0.0
368,368,49,blue-collar,married,basic_9y,,1.0
369,369,56,management,divorced,high_school,0.0,0.0
370,370,37,blue-collar,married,basic_9y,0.0,0.0
371,371,37,blue-collar,married,basic_9y,0.0,0.0
372,372,46,admin_,single,high_school,0.0,1.0
373,373,22,blue-collar,single,basic_9y,0.0,1.0
374,374,43,services,married,high_school,0.0,0.0
375,375,49,blue-collar,married,np.NaN,0.0,0.0
376,376,41,technician,married,basic_6y,0.0,1.0
377,377,38,admin_,single,university_degree,0.0,0.0
378,378,33,admin_,married,basic_9y,0.0,0.0
379,379,49,admin_,married,university_degree,0.0,1.0
380,380,30,blue-collar,single,np.NaN,0.0,0.0
381,381,33,admin_,married,basic_9y,0.0,1.0
382,382,34,management,single,university_degree,0.0,0.0
383,383,30,student,single,np.NaN,,0.0
384,384,59,management,married,basic_4y,,1.0
385,385,59,management,married,basic_4y,,
386,386,41,self-employed,married,university_degree,0.0,0.0
387,387,48,housemaid,married,basic_6y,,1.0
388,388,28,unknown,single,np.NaN,,1.0
389,389,44,services,married,high_school,0.0,1.0
390,390,59,retired,unknown,university_degree,,0.0
391,391,50,management,married,high_school,,0.0
392,392,35,admin_,married,university_degree,0.0,0.0
393,393,42,admin_,married,high_school,0.0,0.0
394,394,45,admin_,married,basic_9y,0.0,0.0
395,395,36,technician,married,professional_course,0.0,0.0
396,396,56,services,married,high_school,,0.0
397,397,29,blue-collar,divorced,basic_4y,0.0,0.0
398,398,41,self-employed,married,university_degree,0.0,1.0
399,399,42,blue-collar,married,basic_9y,,0.0
400,400,52,services,single,high_school,0.0,0.0
401,401,48,services,married,high_school,,
402,402,31,blue-collar,married,high_school,,1.0
403,403,43,unemployed,married,university_degree,,1.0
404,404,36,blue-collar,married,basic_4y,,0.0
405,405,42,entrepreneur,married,university_degree,0.0,1.0
406,406,52,services,divorced,basic_6y,0.0,0.0
407,407,39,admin_,married,high_school,0.0,1.0
408,408,36,services,married,high_school,0.0,0.0
409,409,42,blue-collar,married,basic_9y,,1.0
410,410,41,admin_,married,high_school,0.0,0.0
411,411,55,technician,married,basic_4y,0.0,0.0
412,412,30,blue-collar,married,basic_9y,0.0,0.0
413,413,57,retired,unknown,basic_4y,0.0,0.0
414,414,45,entrepreneur,married,basic_4y,,1.0
415,415,51,blue-collar,married,basic_4y,,1.0
416,416,39,self-employed,single,basic_9y,,1.0
417,417,47,admin_,married,high_school,,0.0
418,418,27,services,married,high_school,0.0,1.0
419,419,34,technician,single,university_degree,0.0,1.0
420,420,57,blue-collar,married,basic_4y,,1.0
421,421,43,entrepreneur,married,basic_4y,0.0,0.0
422,422,49,blue-collar,married,basic_4y,,0.0
423,423,39,management,married,university_degree,,0.0
424,424,38,blue-collar,married,basic_4y,,1.0
425,425,49,blue-collar,married,basic_9y,0.0,0.0
426,426,58,management,married,basic_6y,0.0,0.0
427,427,43,technician,married,professional_course,0.0,1.0
428,428,50,unknown,married,np.NaN,,1.0
429,429,31,services,married,high_school,,0.0
430,430,43,self-employed,divorced,university_degree,0.0,0.0
431,431,43,self-employed,married,basic_9y,,0.0
432,432,30,self-employed,single,university_degree,0.0,1.0
433,433,27,services,single,professional_course,0.0,1.0
434,434,51,services,married,np.NaN,,0.0
435,435,37,technician,married,professional_course,0.0,1.0
436,436,46,housemaid,married,basic_9y,0.0,1.0
437,437,35,blue-collar,married,professional_course,0.0,0.0
438,438,47,admin_,divorced,university_degree,0.0,0.0
439,439,46,management,married,np.NaN,0.0,1.0
440,440,40,technician,married,professional_course,,0.0
441,441,26,housemaid,married,university_degree,0.0,0.0
442,442,32,blue-collar,divorced,basic_9y,,0.0
443,443,45,management,married,university_degree,0.0,1.0
444,444,34,admin_,married,basic_9y,0.0,0.0
445,445,47,blue-collar,married,np.NaN,,0.0
446,446,42,technician,married,professional_course,0.0,0.0
447,447,57,technician,married,basic_4y,,0.0
448,448,57,technician,married,basic_4y,,0.0
449,449,38,blue-collar,married,basic_4y,0.0,0.0
450,450,57,technician,married,basic_4y,,0.0
451,451,28,student,single,basic_9y,,1.0
452,452,60,management,married,university_degree,0.0,0.0
453,453,48,admin_,married,university_degree,0.0,1.0
454,454,47,technician,married,professional_course,0.0,1.0
455,455,40,admin_,married,high_school,0.0,0.0
456,456,51,management,married,professional_course,,1.0
457,457,48,unemployed,single,basic_4y,0.0,1.0
458,458,54,housemaid,married,basic_4y,0.0,0.0
459,459,40,blue-collar,married,basic_6y,0.0,0.0
460,460,44,admin_,single,basic_9y,,0.0
461,461,42,technician,divorced,high_school,0.0,0.0
462,462,52,self-employed,married,university_degree,0.0,1.0
463,463,31,blue-collar,single,basic_9y,0.0,1.0
464,464,32,services,married,high_school,0.0,0.0
465,465,44,admin_,married,high_school,0.0,1.0
466,466,39,management,married,basic_6y,,0.0
467,467,57,management,married,professional_course,,1.0
468,468,52,admin_,married,basic_4y,0.0,1.0
469,469,42,management,married,university_degree,0.0,0.0
470,470,42,technician,single,professional_course,,
471,471,43,management,married,professional_course,0.0,1.0
472,472,31,admin_,divorced,high_school,0.0,0.0
473,473,29,admin_,married,university_degree,,1.0
474,474,57,blue-collar,divorced,basic_4y,0.0,0.0
475,475,44,blue-collar,married,basic_9y,,0.0
476,476,59,unknown,married,np.NaN,,0.0
477,477,39,blue-collar,married,basic_4y,,0.0
478,478,57,retired,married,university_degree,0.0,0.0
479,479,41,management,married,np.NaN,,0.0
480,480,37,technician,single,high_school,,0.0
481,481,38,services,married,high_school,0.0,1.0
482,482,42,retired,married,basic_4y,0.0,0.0
483,483,49,unknown,married,np.NaN,,1.0
484,484,54,management,married,basic_6y,,1.0
485,485,36,admin_,married,university_degree,0.0,
486,486,32,admin_,single,university_degree,,0.0
487,487,35,technician,married,professional_course,0.0,1.0
488,488,45,housemaid,married,professional_course,,0.0
489,489,56,technician,married,np.NaN,0.0,1.0
490,490,34,technician,married,university_degree,0.0,1.0
491,491,41,unemployed,married,basic_9y,,0.0
492,492,41,services,married,basic_9y,0.0,0.0
493,493,36,blue-collar,married,basic_9y,,0.0
494,494,32,admin_,single,university_degree,,
495,495,31,services,married,high_school,,
496,496,38,technician,married,professional_course,0.0,1.0
497,497,35,admin_,divorced,university_degree,,1.0
498,498,53,admin_,married,professional_course,0.0,1.0
499,499,51,admin_,married,basic_6y,,1.0
500,500,56,entrepreneur,married,university_degree,,0.0
501,501,33,admin_,married,basic_9y,0.0,
502,502,33,admin_,married,basic_9y,0.0,0.0
503,503,51,services,divorced,high_school,,1.0
504,504,39,services,married,high_school,,1.0
505,505,45,entrepreneur,married,university_degree,0.0,0.0
506,506,40,technician,single,university_degree,0.0,0.0
507,507,60,unknown,single,np.NaN,,1.0
508,508,33,technician,married,university_degree,0.0,1.0
509,509,47,blue-collar,married,high_school,,1.0
510,510,48,blue-collar,married,basic_4y,0.0,0.0
511,511,43,entrepreneur,married,high_school,0.0,0.0
512,512,37,management,married,university_degree,0.0,1.0
513,513,50,services,married,basic_9y,0.0,1.0
514,514,59,entrepreneur,married,high_school,0.0,1.0
515,515,32,technician,married,np.NaN,,1.0
516,516,42,housemaid,single,basic_4y,,1.0
517,517,52,blue-collar,married,basic_4y,0.0,0.0
518,518,42,blue-collar,married,np.NaN,,0.0
519,519,42,admin_,married,np.NaN,0.0,0.0
520,520,40,management,married,basic_9y,,
521,521,38,blue-collar,married,basic_9y,0.0,0.0
522,522,39,blue-collar,married,basic_6y,0.0,1.0
523,523,39,blue-collar,married,basic_6y,0.0,0.0
524,524,38,admin_,married,high_school,0.0,0.0
525,525,47,admin_,single,np.NaN,,1.0
526,526,30,services,single,high_school,0.0,0.0
527,527,38,admin_,divorced,high_school,0.0,1.0
528,528,39,technician,divorced,university_degree,0.0,0.0
529,529,44,admin_,married,high_school,0.0,0.0
530,530,36,admin_,married,high_school,0.0,0.0
531,531,41,services,married,high_school,,1.0
532,532,41,blue-collar,married,basic_6y,0.0,0.0
533,533,35,blue-collar,married,basic_9y,0.0,0.0
534,534,41,technician,married,high_school,0.0,0.0
535,535,36,services,married,high_school,,0.0
536,536,35,admin_,single,high_school,0.0,1.0
537,537,33,blue-collar,single,basic_4y,,0.0
538,538,38,admin_,single,basic_6y,,0.0
539,539,33,self-employed,married,university_degree,0.0,0.0
540,540,55,self-employed,married,np.NaN,,0.0
541,541,36,blue-collar,single,basic_9y,,0.0
542,542,57,technician,married,professional_course,,0.0
543,543,32,entrepreneur,single,university_degree,0.0,1.0
544,544,30,self-employed,single,high_school,0.0,1.0
545,545,43,admin_,married,professional_course,0.0,1.0
546,546,46,admin_,married,university_degree,0.0,0.0
547,547,35,admin_,divorced,high_school,0.0,0.0
548,548,34,admin_,single,university_degree,0.0,1.0
549,549,50,blue-collar,married,basic_4y,,
550,550,39,admin_,single,university_degree,0.0,0.0
551,551,39,blue-collar,married,basic_9y,,0.0
552,552,42,entrepreneur,married,basic_6y,0.0,0.0
553,553,57,retired,married,university_degree,0.0,1.0
554,554,45,blue-collar,married,basic_4y,,0.0
555,555,40,technician,married,basic_4y,0.0,0.0
556,556,42,blue-collar,married,high_school,0.0,0.0
557,557,40,technician,married,basic_4y,0.0,0.0
558,558,38,blue-collar,single,basic_4y,,0.0
559,559,39,blue-collar,married,basic_6y,,1.0
560,560,41,blue-collar,married,basic_4y,0.0,0.0
561,561,39,blue-collar,married,basic_6y,,1.0
562,562,41,blue-collar,married,basic_4y,0.0,1.0
563,563,45,admin_,married,university_degree,,0.0
564,564,35,admin_,divorced,university_degree,0.0,
565,565,35,admin_,married,basic_6y,0.0,1.0
566,566,49,blue-collar,married,high_school,,0.0
567,567,36,technician,married,np.NaN,0.0,0.0
568,568,23,admin_,single,university_degree,0.0,0.0
569,569,43,unemployed,married,university_degree,,
570,570,49,entrepreneur,married,professional_course,0.0,
571,571,36,technician,married,professional_course,0.0,
